,ID,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Best Practice Rules,Clone Metric Rules,Code Style Rules,Cohesion Metric Rules,Complexity Metric Rules,Coupling Metric Rules,Design Rules,Documentation Metric Rules,Documentation Rules,Error Prone Rules,Inheritance Metric Rules,Multithreading Rules,Performance Rules,Security Rules,Size Metric Rules,isDefective
93,L751,DiskLruCache$2,com.nostra13.universalimageloader.cache.disc.impl.ext.DiskLruCache$2,L332,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java,757,76,762,3,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.166667,1,0,0,2,0.166667,1,0,0,0,0,0,5,6,0,0,0,0,1,0,1,0,1,0,0,1,0,5,6,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
94,L544,DiskLruCache$Editor,com.nostra13.universalimageloader.cache.disc.impl.ext.DiskLruCache$Editor,L332,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java,765,2,917,3,0.0,0,0,0,0.0,0.0,0,0,1,2,2,20,4,5,6,7,15,0.875,0.256881,28,25,7,1,0.197183,28,0,0,0,0,0,81,116,4,1,4,1,8,0,7,0,8,40,0,7,0,114,153,4,1,4,1,13,0,11,0,13,53,0,11,0,0,3,24,0,1,1,0,0,1,0,0,0,23,0,0,0,0,3,0,0,0
95,L374,DiskLruCache$Entry,com.nostra13.universalimageloader.cache.disc.impl.ext.DiskLruCache$Entry,L332,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java,919,2,973,3,0.0,0,0,0,0.0,0.0,0,0,1,2,2,10,2,2,9,0,6,0.0,0.113636,5,5,0,4,0.113636,5,0,0,0,0,0,39,55,5,3,5,3,6,0,3,1,6,17,0,3,1,39,55,5,3,5,3,6,0,3,1,6,17,0,3,1,0,0,15,1,2,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
96,L773,DiskLruCache$Editor$FaultHidingOutputStream,com.nostra13.universalimageloader.cache.disc.impl.ext.DiskLruCache$Editor$FaultHidingOutputStream,L544,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\impl\ext\DiskLruCache.java,880,3,916,4,0.0,0,0,0,0.0,0.0,0,0,4,1,1,9,1,1,1,0,5,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,33,37,0,0,0,0,5,0,4,0,5,13,0,4,0,33,37,0,0,0,0,5,0,4,0,5,13,0,4,0,0,0,14,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0
97,L983,StrictLineReader$1,com.nostra13.universalimageloader.cache.disc.impl.ext.StrictLineReader$1,L491,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\impl\ext\StrictLineReader.java,147,74,157,5,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,1,0,0,0,1,0.0,0.0833333,1,0,0,2,0.0833333,1,0,0,0,0,0,11,11,0,0,0,0,1,0,1,0,1,4,0,1,0,11,11,0,0,0,0,1,0,1,0,1,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
98,L1908,LinkedBlockingDeque$Node<E extends Object>,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$Node,L1870,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\assist\deque\LinkedBlockingDeque.java,79,5,104,6,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,4,7,0,1,1.0,0.666667,16,16,1,0,0.666667,16,0,0,0,0,0,8,26,3,0,3,0,1,0,0,0,1,1,0,0,0,8,26,3,0,3,0,1,0,0,0,1,1,0,0,0,0,0,2,0,4,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
99,L2206,LinkedBlockingDeque$AbstractItr,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$AbstractItr,L1870,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\assist\deque\LinkedBlockingDeque.java,1013,5,1110,6,0.0,0,0,0,0.0,0.0,0,0,1,4,2,17,2,2,0,1,9,0.25,0.293478,27,23,1,3,0.293478,27,0,0,2,2,0,65,98,3,0,3,0,8,0,3,0,8,38,0,3,0,65,98,3,0,3,0,8,0,3,0,8,38,0,3,0,0,0,13,0,14,1,0,12,0,0,0,0,13,0,1,0,0,0,0,0,0
100,L2194,LinkedBlockingDeque$Itr,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$Itr,L1870,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\assist\deque\LinkedBlockingDeque.java,1113,5,1116,6,0.0,0,0,0,0.0,0.0,0,0,2,0,0,2,3,1,0,0,2,1.0,0.2,1,1,1,0,0.2,1,1,1,0,0,1,4,4,3,0,0,0,2,0,0,0,8,2,0,3,0,4,4,3,0,0,0,2,0,0,0,8,2,0,3,0,0,0,7,0,3,0,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0
101,L2201,LinkedBlockingDeque$DescendingItr,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$DescendingItr,L1870,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\assist\deque\LinkedBlockingDeque.java,1119,5,1122,6,0.0,0,0,0,0.0,0.0,0,0,2,0,0,2,3,1,0,0,2,1.0,0.2,1,1,1,0,0.2,1,1,1,0,0,1,4,4,3,0,0,0,2,0,0,0,8,2,0,3,0,4,4,3,0,0,0,2,0,0,0,8,2,0,3,0,0,0,7,0,2,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0
102,L5094,ComplexImageActivity$ImagePagerAdapter,com.nostra13.example.universalimageloader.activity.ComplexImageActivity$ImagePagerAdapter,L5064,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\activity\ComplexImageActivity.java,54,2,93,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,8,2,1,1,0,4,0.0,0.0,0,0,0,4,0.0,0,0,0,0,0,0,35,40,2,3,2,3,4,0,3,0,4,12,0,3,0,35,40,2,3,2,3,4,0,3,0,4,12,0,3,0,0,0,11,0,2,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0
103,L5364,ImageGalleryFragment$ImageAdapter,com.nostra13.example.universalimageloader.fragment.ImageGalleryFragment$ImageAdapter,L5230,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageGalleryFragment.java,84,2,116,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,6,2,1,1,2,7,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,27,33,1,4,1,4,5,0,4,0,5,9,0,4,0,27,33,1,4,1,4,5,0,4,0,5,9,0,4,0,0,0,13,0,1,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0
104,L5431,ImageGridFragment$ImageAdapter,com.nostra13.example.universalimageloader.fragment.ImageGridFragment$ImageAdapter,L5130,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageGridFragment.java,77,2,141,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,6,5,1,1,2,7,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,38,46,1,4,1,4,5,0,4,0,5,16,0,4,0,55,65,1,4,1,4,9,0,8,0,13,21,0,12,0,0,0,28,0,1,0,0,0,1,0,0,1,27,0,0,0,0,0,0,0,0
105,L5457,ImageGridFragment$ViewHolder,com.nostra13.example.universalimageloader.fragment.ImageGridFragment$ViewHolder,L5130,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageGridFragment.java,143,2,146,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
106,L5541,ImageListFragment$ViewHolder,com.nostra13.example.universalimageloader.fragment.ImageListFragment$ViewHolder,L5124,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageListFragment.java,88,2,91,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
107,L5523,ImageListFragment$ImageAdapter,com.nostra13.example.universalimageloader.fragment.ImageListFragment$ImageAdapter,L5124,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageListFragment.java,93,2,137,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,6,4,1,1,2,7,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,36,45,2,4,2,4,5,0,4,0,5,16,0,4,0,36,45,2,4,2,4,5,0,4,0,5,16,0,4,0,0,0,13,0,2,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0
108,L5550,ImageListFragment$AnimateFirstDisplayListener,com.nostra13.example.universalimageloader.fragment.ImageListFragment$AnimateFirstDisplayListener,L5124,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageListFragment.java,139,2,154,3,0.0,0,0,0,0.0,0.0,0,0,1,2,2,3,2,1,0,1,2,0.0,0.0,0,0,0,2,0.0,0,2,2,0,0,1,14,16,1,0,1,0,1,0,1,0,5,6,0,5,0,14,16,1,0,1,0,1,0,1,0,5,6,0,5,0,0,0,5,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
109,L5597,ImagePagerFragment$ImageAdapter,com.nostra13.example.universalimageloader.fragment.ImagePagerFragment$ImageAdapter,L5221,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImagePagerFragment.java,74,2,153,3,0.0,0,0,0,0.0,0.0,0,0,5,0,0,7,3,1,1,2,9,0.0,0.0,0,0,0,7,0.0,0,0,0,0,0,0,36,46,1,1,1,1,7,0,6,0,7,12,0,6,0,67,80,1,1,1,1,10,0,9,0,14,28,0,13,0,0,0,28,1,2,1,0,0,2,0,0,1,26,1,0,0,0,0,0,0,0
110,L5203,HomeActivity$1,com.nostra13.example.universalimageloader.activity.HomeActivity$1,L5156,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\activity\HomeActivity.java,90,29,111,4,0.0,0,0,0,0.0,0.0,0,0,1,3,3,3,2,0,0,1,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,22,22,0,0,0,0,1,0,1,0,1,12,0,1,0,22,22,0,0,0,0,1,0,1,0,1,12,0,1,0,0,1,5,0,2,1,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0
111,L5376,ImageGalleryFragment$1,com.nostra13.example.universalimageloader.fragment.ImageGalleryFragment$1,L5350,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageGalleryFragment.java,67,60,72,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,1,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
112,L5438,ImageGridFragment$1,com.nostra13.example.universalimageloader.fragment.ImageGridFragment$1,L5422,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageGridFragment.java,68,61,73,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,1,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
113,L5530,ImageListFragment$1,com.nostra13.example.universalimageloader.fragment.ImageListFragment$1,L5512,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageListFragment.java,73,61,78,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,1,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
114,L5755,UILWidgetProvider$1,com.nostra13.example.universalimageloader.widget.UILWidgetProvider$1,L5743,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\widget\UILWidgetProvider.java,62,90,68,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,2,2,0,0,1,7,7,0,0,0,0,1,0,1,0,5,2,0,5,0,7,7,0,0,0,0,1,0,1,0,5,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
115,L5766,UILWidgetProvider$2,com.nostra13.example.universalimageloader.widget.UILWidgetProvider$2,L5743,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\widget\UILWidgetProvider.java,70,90,76,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,2,2,0,0,1,7,7,0,0,0,0,1,0,1,0,5,2,0,5,0,7,7,0,0,0,0,1,0,1,0,5,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
116,L5475,ImageGridFragment$ImageAdapter$1,com.nostra13.example.universalimageloader.fragment.ImageGridFragment$ImageAdapter$1,L5453,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageGridFragment.java,116,101,132,7,0.0,0,0,0,0.0,0.0,0,0,3,0,0,3,3,0,0,0,3,0.0,0.0,0,0,0,4,0.0,0,2,2,0,0,1,15,17,0,0,0,0,3,0,3,0,7,4,0,7,0,15,17,0,0,0,0,3,0,3,0,7,4,0,7,0,0,0,10,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0
117,L5497,ImageGridFragment$ImageAdapter$2,com.nostra13.example.universalimageloader.fragment.ImageGridFragment$ImageAdapter$2,L5453,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageGridFragment.java,132,44,137,7,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,2,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
118,L5626,ImagePagerFragment$ImageAdapter$1,com.nostra13.example.universalimageloader.fragment.ImagePagerFragment$ImageAdapter$1,L5621,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImagePagerFragment.java,99,117,134,5,0.0,0,0,0,0.0,0.0,0,0,3,1,1,8,3,0,0,1,4,0.0,0.0,0,0,0,4,0.0,0,2,2,0,0,1,33,36,0,0,0,0,3,0,3,0,7,16,0,7,0,33,36,0,0,0,0,3,0,3,0,7,16,0,7,0,0,0,10,1,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0
